price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_basement,city,house_age,is_renovated,sqft_living_bathrooms,zipcode
168500.0,3.0,1.0,1100,1.0,0,0,3,0,Covington,45,1,1100.0,98042
355000.0,2.0,1.0,1270,1.0,0,0,4,310,Seattle,94,0,1270.0,98103
277000.0,4.0,1.0,1450,1.0,0,0,3,460,Seattle,50,1,1450.0,98146
236000.0,4.0,2.25,1830,1.0,0,0,4,630,Federal Way,25,0,4117.5,98023
270000.0,3.0,1.75,1300,1.0,0,0,4,650,Seattle,96,1,2275.0,98106
700000.0,2.0,1.75,2320,1.5,0,2,3,600,Seattle,89,1,4060.0,98144
425000.0,4.0,2.75,1680,1.0,0,0,4,600,Kenmore,35,0,4620.0,98028
635000.0,3.0,2.5,2300,1.5,0,0,4,300,Seattle,93,0,5750.0,98144
510250.0,3.0,1.75,1400,1.0,0,0,3,530,Seattle,63,1,2450.0,98117
960000.0,4.0,2.25,2410,2.0,0,2,5,610,Seattle,85,0,5422.5,98117
254000.0,3.0,2.0,1480,1.0,0,0,4,0,Maple Valley,22,0,2960.0,98038
299000.0,3.0,1.0,1390,1.5,0,0,4,0,Shoreline,60,1,1390.0,98155
175000.0,2.0,1.0,830,1.0,0,0,3,0,Maple Valley,18,0,830.0,98038
157500.0,2.0,1.0,740,1.0,0,0,3,0,Kent,65,1,740.0,98031
580000.0,5.0,2.0,1940,1.0,0,0,5,970,Seattle,69,0,3880.0,98115
124740.0,3.0,1.0,1340,1.0,0,0,4,0,Kent,36,1,1340.0,98042
285000.0,2.0,1.0,800,1.0,0,0,3,0,Seattle,60,1,800.0,98125
242000.0,3.0,1.75,1310,1.0,0,0,3,0,SeaTac,35,1,2292.5,98198
840000.0,4.0,1.75,2330,2.0,0,0,5,1030,Seattle,90,1,4077.5,98105
474800.0,2.0,3.25,1400,3.0,0,0,3,0,Seattle,14,0,4550.0,98103
490000.0,4.0,2.5,2360,2.0,0,0,3,0,Woodinville,11,0,5900.0,98072
465000.0,3.0,2.25,1840,2.0,0,0,3,0,Kirkland,11,0,4140.0,98034
515000.0,4.0,2.5,2680,2.0,0,0,3,0,Snoqualmie,10,1,6700.0,98065
430000.0,3.0,3.75,3890,1.0,0,2,3,1500,Seattle,71,1,14587.5,98178
253400.0,3.0,2.0,1400,1.0,0,0,5,0,Federal Way,46,0,2800.0,98003
355000.0,3.0,2.5,2400,1.0,0,0,3,0,Federal Way,24,1,6000.0,98023
740000.0,4.0,2.25,2920,2.0,0,0,4,0,Fall City,16,0,6570.0,98024
186950.0,2.0,2.0,1390,2.0,0,0,3,0,Federal Way,28,0,2780.0,98003
306000.0,3.0,2.5,1680,2.0,0,0,3,0,Renton,30,0,4200.0,98058
510000.0,4.0,1.5,2040,1.0,0,0,4,1020,Bellevue,53,1,3060.0,98007
345000.0,2.0,1.0,1080,1.0,0,0,3,0,Seattle,74,1,1080.0,98117
875000.0,3.0,2.75,2280,1.0,0,0,5,1000,Seattle,97,0,6270.0,98103
700000.0,4.0,3.5,4490,2.0,0,0,3,1100,Snoqualmie,8,0,15715.0,98065
499950.0,4.0,2.5,2798,2.0,0,0,3,0,Renton,2,1,6995.0,98055
739000.0,3.0,2.5,2810,2.0,0,0,3,0,Redmond,9,0,7025.0,98052
363000.0,4.0,2.5,3753,2.0,0,0,3,417,Federal Way,6,0,9382.5,98023
782000.0,4.0,3.5,3910,2.0,0,0,3,780,Issaquah,7,0,13685.0,98029
325000.0,2.0,2.5,1050,2.0,0,0,3,0,Seattle,9,0,2625.0,98144
485000.0,4.0,1.0,1600,1.5,0,0,4,0,Seattle,98,0,1600.0,98103
452000.0,4.0,2.25,2590,1.0,0,0,4,1250,Kenmore,46,0,5827.5,98028
264950.0,4.0,2.25,1720,1.0,0,0,4,600,Federal Way,36,1,3870.0,98023
472000.0,6.0,2.5,4410,1.0,0,2,4,2060,Federal Way,49,0,11025.0,98003
267500.0,3.0,1.75,1590,1.0,0,2,3,500,SeaTac,57,1,2782.5,98188
565000.0,4.0,2.5,2440,2.0,0,0,3,0,Redmond,18,0,6100.0,98053
535000.0,3.0,2.5,1360,3.0,0,0,3,50,Seattle,11,0,3400.0,98115
389000.0,2.0,1.0,910,1.0,0,0,3,0,Seattle,62,1,910.0,98115
400000.0,4.0,1.5,1390,1.0,0,0,3,250,Seattle,49,1,2085.0,98133
264000.0,3.0,1.5,1470,1.0,0,0,4,0,Kent,56,1,2205.0,98042
690000.0,4.0,2.5,2920,2.0,0,0,4,0,Issaquah,24,0,7300.0,98029
412000.0,3.0,1.75,1950,1.0,0,0,4,0,Kent,29,0,3412.5,98042
695000.0,3.0,2.5,2390,2.0,0,0,3,0,Sammamish,8,0,5975.0,98074
246500.0,3.0,1.5,1270,1.0,0,0,4,0,Kent,50,0,1905.0,98031
230000.0,2.0,1.0,950,1.0,0,0,3,0,Renton,56,1,950.0,98058
302000.0,2.0,1.0,900,1.0,0,2,5,0,Enumclaw,89,0,900.0,98022
820000.0,4.0,2.25,2280,1.5,0,2,3,320,Seattle,74,1,5130.0,98119
145000.0,3.0,1.0,1010,1.0,0,0,3,0,SeaTac,60,1,1010.0,98168
436500.0,2.0,1.0,1260,1.0,0,0,3,220,Seattle,63,1,1260.0,98117
672000.0,3.0,2.5,2620,2.0,0,0,3,0,Redmond,22,0,6550.0,98053
680000.0,3.0,2.25,2330,1.5,0,2,5,810,Seattle,87,0,5242.5,98115
750500.0,5.0,3.0,2170,1.5,0,0,4,720,Seattle,103,1,6510.0,98105
550000.0,5.0,2.0,2450,1.0,0,0,4,1210,Seattle,114,1,4900.0,98133
266500.0,4.0,1.75,1880,1.0,0,0,4,700,Federal Way,36,1,3290.0,98023
619000.0,4.0,2.0,2300,1.5,0,0,5,750,Seattle,99,0,4600.0,98117
405000.0,3.0,2.0,1240,1.0,0,0,3,0,Redmond,26,1,2480.0,98053
300000.0,2.0,1.0,820,1.0,0,0,4,0,Seattle,98,0,820.0,98133
231000.0,4.0,2.0,1530,2.0,0,0,3,0,Renton,72,1,3060.0,98058
790000.0,5.0,3.25,2900,1.0,0,0,4,1010,Bellevue,47,0,9425.0,98005
400000.0,4.0,2.75,1240,1.0,0,0,3,440,Seattle,27,1,3410.0,98125
950000.0,4.0,3.5,4140,2.0,0,0,3,0,Newcastle,14,0,14490.0,98059
450000.0,4.0,2.0,2240,1.0,0,0,5,1120,Seattle,58,0,4480.0,98106
595000.0,3.0,2.0,1480,1.0,0,0,4,730,Seattle,86,0,2960.0,98117
332000.0,3.0,2.25,2270,1.0,0,0,3,890,Renton,37,1,5107.5,98058
155000.0,3.0,1.0,1250,1.0,0,0,2,220,Seattle,65,0,1250.0,98108
400000.0,5.0,2.0,1930,1.0,0,0,4,910,Kenmore,52,0,3860.0,98028
349000.0,4.0,1.75,1700,1.0,0,0,5,580,Renton,33,0,2975.0,98059
529000.0,3.0,1.0,1590,1.0,0,0,3,0,Seattle,70,0,1590.0,98136
405000.0,5.0,1.75,1880,1.0,0,0,3,920,Kirkland,51,1,3290.0,98034
635200.0,4.0,1.75,1640,1.0,0,0,5,720,Seattle,93,0,2870.0,98117
540000.0,3.0,1.5,2600,1.0,0,0,4,1200,Seattle,74,1,3900.0,98126
402000.0,2.0,1.0,710,2.0,0,0,4,0,Seattle,71,0,710.0,98102
329932.0,3.0,1.5,1460,1.0,0,0,3,360,Seattle,43,0,2190.0,98133
300000.0,3.0,2.5,2080,2.0,0,0,3,0,Federal Way,25,0,5200.0,98023
525000.0,5.0,2.5,2630,2.0,0,0,3,0,Duvall,11,0,6575.0,98019
602500.0,4.0,2.5,2760,2.0,0,0,3,0,Newcastle,15,0,6900.0,98056
400000.0,4.0,2.0,1670,1.0,0,0,3,0,Kenmore,59,1,3340.0,98028
445000.0,4.0,1.75,1990,1.5,0,0,4,800,Seattle,70,0,3482.5,98126
525000.0,3.0,3.0,2600,1.5,0,3,3,710,Des Moines,25,0,7800.0,98198
395000.0,2.0,1.0,1320,1.5,0,0,4,0,Seattle,105,1,1320.0,98144
510000.0,3.0,1.5,2240,2.0,0,0,3,870,Seattle,85,0,3360.0,98115
723000.0,4.0,2.25,1960,1.0,0,0,4,670,Bellevue,55,0,4410.0,98004
503000.0,3.0,2.0,2590,2.0,0,0,3,610,Maple Valley,26,1,5180.0,98038
672500.0,4.0,2.75,2620,2.0,0,0,3,0,Sammamish,14,0,7205.0,98075
860000.0,3.0,2.5,2770,2.0,0,0,3,0,Bellevue,23,0,6925.0,98006
475300.0,3.0,1.0,2110,1.0,0,0,5,1000,Kirkland,90,1,2110.0,98033
295000.0,4.0,2.5,2290,2.0,0,0,3,0,Renton,13,0,5725.0,98058
250000.0,2.0,1.0,1110,1.0,0,0,3,0,SeaTac,63,1,1110.0,98168
658000.0,4.0,2.75,3310,2.0,0,0,3,0,Snoqualmie,6,0,9102.5,98065
83000.0,2.0,1.0,900,1.0,0,0,3,0,Tukwila,96,0,900.0,98168
685000.0,3.0,1.75,1940,1.0,0,1,4,500,Seattle,54,1,3395.0,98136
210000.0,3.0,1.75,1590,2.0,0,0,3,0,Des Moines,28,0,2782.5,98198
650880.0,3.0,2.5,2930,2.0,0,0,3,0,Snoqualmie,6,0,7325.0,98065
350000.0,4.0,2.5,2040,2.0,0,0,3,0,Seattle,3,0,5100.0,98168
305000.0,2.0,2.25,1000,3.0,0,0,3,0,Seattle,8,0,2250.0,98117
645000.0,3.0,3.25,1730,2.0,0,2,3,410,Seattle,6,0,5622.5,98119
385000.0,3.0,1.0,1220,1.0,0,0,3,0,Seattle,113,0,1220.0,98122
860000.0,3.0,2.25,3060,2.0,0,0,3,0,Bellevue,31,1,6885.0,98006
395000.0,4.0,2.5,2910,2.0,0,0,3,0,Covington,12,0,7275.0,98042
260000.0,3.0,1.75,1050,1.0,0,0,3,0,Burien,34,0,1837.5,98166
196440.0,3.0,2.0,1560,1.0,0,0,3,0,Algona,22,0,3120.0,98001
425000.0,3.0,1.75,1680,1.0,0,2,4,840,Seattle,114,1,2940.0,98103
369000.0,3.0,2.0,1550,1.0,0,0,3,400,Seattle,55,1,3100.0,98106
349900.0,3.0,2.5,2200,2.0,0,0,3,0,Renton,24,1,5500.0,98058
650000.0,2.0,2.5,1740,2.0,0,2,3,530,Seattle,20,0,4350.0,98112
299950.0,3.0,1.0,1210,1.0,0,0,3,0,Seattle,59,1,1210.0,98106
625000.0,4.0,3.25,4240,2.0,0,3,3,690,Federal Way,25,0,13780.0,98023
190000.0,3.0,2.25,1590,1.0,0,0,3,500,Auburn,36,0,3577.5,98001
715000.0,4.0,1.75,3420,1.0,0,3,5,1650,Seattle,67,0,5985.0,98125
659000.0,4.0,2.5,3190,1.0,0,0,5,980,Seattle,68,0,7975.0,98125
490000.0,3.0,1.75,1920,1.0,0,2,4,960,Seattle,67,1,3360.0,98126
415000.0,2.0,1.75,1340,1.0,0,0,3,0,Redmond,10,1,2345.0,98053
750000.0,3.0,1.75,1700,1.0,0,0,3,240,Seattle,67,1,2975.0,98199
700000.0,4.0,2.5,2310,1.5,0,0,3,820,Seattle,87,1,5775.0,98103
425000.0,3.0,1.75,1510,1.0,0,0,3,270,North Bend,25,0,2642.5,98045
642000.0,3.0,2.5,2670,1.0,0,0,3,0,Sammamish,27,1,6675.0,98074
655000.0,4.0,2.25,2060,1.0,0,0,3,620,Bellevue,31,1,4635.0,98006
458000.0,5.0,2.5,3090,1.0,0,0,3,100,Bothell,57,1,7725.0,98011
330000.0,2.0,2.5,1240,2.0,0,0,3,0,Seattle,7,0,3100.0,98108
384950.0,3.0,2.5,1860,2.0,0,0,3,0,Kenmore,14,0,4650.0,98028
560000.0,3.0,1.5,2000,1.0,0,0,3,0,Seattle,61,0,3000.0,98177
950000.0,4.0,1.75,2500,1.0,0,0,4,1000,Mercer Island,44,0,4375.0,98040
465000.0,4.0,2.25,1820,1.0,0,0,5,480,Woodinville,37,0,4095.0,98072
425000.0,3.0,2.25,1820,1.0,0,0,3,560,Kirkland,40,0,4095.0,98034
315000.0,3.0,2.0,1060,1.0,0,0,3,0,Seattle,33,1,2120.0,98126
530000.0,3.0,2.5,1950,2.0,0,0,3,0,Sammamish,26,1,4875.0,98074
399000.0,2.0,1.0,940,1.0,0,0,4,0,Seattle,103,1,940.0,98116
168000.0,2.0,1.5,1220,1.5,0,0,4,0,Des Moines,38,1,1830.0,98198
374000.0,3.0,1.0,1200,1.0,0,0,4,0,Woodinville,43,0,1200.0,98072
740000.0,5.0,3.75,3990,2.0,0,0,3,900,Seattle,77,1,14962.5,98125
280000.0,2.0,1.0,1880,1.0,0,0,3,940,Seattle,95,1,1880.0,98126
322000.0,4.0,2.5,2280,2.0,0,0,3,0,Kent,20,0,5700.0,98030
459900.0,3.0,1.75,2580,1.0,0,0,4,1290,Bellevue,63,1,4515.0,98006
750000.0,4.0,2.75,2600,1.0,0,0,3,1040,Seattle,38,0,7150.0,98115
427000.0,5.0,2.75,2220,1.0,0,0,3,990,Seattle,41,1,6105.0,98144
800000.0,2.0,2.25,1730,2.0,1,2,4,0,Vashon,67,1,3892.5,98070
735000.0,4.0,3.0,2840,1.5,0,0,4,780,Seattle,83,0,8520.0,98118
642000.0,4.0,2.5,2560,2.0,0,0,3,0,Issaquah,22,0,6400.0,98029
240000.0,3.0,2.0,1330,1.0,0,0,4,700,Seattle,114,1,2660.0,98108
645500.0,2.0,1.0,1890,1.5,0,0,4,0,Seattle,105,1,1890.0,98117
840000.0,7.0,4.5,4290,1.5,0,0,5,0,Issaquah,32,0,19305.0,98027
475000.0,2.0,2.0,1540,2.0,0,0,3,0,Redmond,31,1,3080.0,98053
568000.0,4.0,2.0,2340,1.0,0,0,4,1170,Sammamish,48,0,4680.0,98075
325000.0,3.0,1.75,2180,1.0,0,0,4,1090,Seattle,53,1,3815.0,98118
825500.0,3.0,2.5,2780,2.0,0,0,3,0,Kirkland,5,0,6950.0,98034
499431.0,4.0,2.75,2620,2.0,0,0,3,0,North Bend,1,1,7205.0,98045
919204.0,4.0,3.5,3760,2.0,0,0,3,900,Seattle,0,0,13160.0,98117
545000.0,4.0,2.5,2720,2.0,0,0,3,0,Snoqualmie,2,1,6800.0,98065
660000.0,3.0,2.25,2675,2.0,0,0,3,0,Sammamish,30,0,6018.75,98075
538888.0,5.0,2.75,2080,2.0,0,0,3,0,Sammamish,27,1,5720.0,98074
693000.0,3.0,2.5,2460,2.0,0,0,3,0,Redmond,18,0,6150.0,98052
289950.0,3.0,2.5,1960,2.0,0,0,3,0,Renton,10,1,4900.0,98056
587000.0,4.0,2.5,2550,2.0,0,0,3,0,Woodinville,22,0,6375.0,98072
615000.0,3.0,2.25,1760,3.0,0,0,3,0,Seattle,0,0,3960.0,98122
459000.0,3.0,1.75,1620,1.0,0,0,4,530,Kirkland,40,0,2835.0,98034
243000.0,3.0,1.75,1790,1.0,0,0,3,750,Des Moines,54,1,3132.5,98198
660000.0,4.0,1.75,2780,2.0,0,0,4,0,Sammamish,36,1,4865.0,98074
250000.0,1.0,1.0,750,1.0,0,0,3,0,Seattle,96,0,750.0,98136
315000.0,3.0,1.0,960,1.0,0,0,3,0,Seattle,62,1,960.0,98125
404000.0,3.0,1.5,2030,1.0,0,0,3,700,Seattle,51,1,3045.0,98108
559900.0,3.0,2.75,2930,1.0,0,0,3,1070,Woodinville,10,1,8057.5,98072
285000.0,2.0,2.5,1380,2.0,0,0,3,240,Seattle,3,0,3450.0,98126
500000.0,3.0,2.0,1720,1.0,0,2,5,760,Seattle,73,0,3440.0,98108
380000.0,2.0,1.0,1210,1.0,0,0,3,150,Seattle,64,1,1210.0,98108
469000.0,3.0,1.0,950,1.5,0,0,5,0,Seattle,66,1,950.0,98122
405000.0,2.0,1.75,1710,2.0,0,0,3,380,Seattle,94,1,2992.5,98136
439900.0,2.0,2.0,1410,1.5,0,0,5,0,Preston,105,1,2820.0,98050
525000.0,4.0,2.5,2910,2.0,0,2,3,0,Maple Valley,8,0,7275.0,98038
580000.0,4.0,2.5,2220,2.0,0,0,3,0,Issaquah,26,1,5550.0,98029
275000.0,3.0,2.0,1380,1.0,0,0,3,0,Maple Valley,6,0,2760.0,98038
629000.0,3.0,2.0,1760,1.0,0,0,5,800,Seattle,94,0,3520.0,98199
395000.0,1.0,1.0,730,1.0,0,0,3,0,Seattle,103,1,730.0,98107
965000.0,4.0,2.5,2460,2.0,0,0,5,840,Seattle,76,0,6150.0,98112
820000.0,3.0,1.75,2160,1.0,0,0,4,770,Seattle,54,1,3780.0,98115
661000.0,4.0,2.25,1990,1.5,0,2,4,570,Seattle,82,1,4477.5,98126
789000.0,3.0,3.0,3740,2.0,0,2,3,0,Vashon,23,0,11220.0,98070
668500.0,4.0,2.5,2710,2.0,0,0,3,0,Sammamish,15,0,6775.0,98074
350000.0,3.0,2.5,2680,2.0,0,0,3,0,Auburn,24,1,6700.0,98092
250000.0,4.0,2.0,1850,1.0,0,0,4,310,Kent,36,1,3700.0,98032
725995.0,4.0,2.5,3190,2.0,0,2,3,0,Snoqualmie,13,0,7975.0,98065
1000000.0,3.0,2.5,2730,2.0,0,0,3,0,Bellevue,16,1,6825.0,98005
686000.0,3.0,1.5,1840,2.0,0,0,5,0,Seattle,53,0,2760.0,98177
665000.0,4.0,2.5,2720,2.0,0,0,3,0,Sammamish,27,1,6800.0,98074
653000.0,3.0,2.5,2290,2.0,0,0,3,0,Issaquah,8,0,5725.0,98029
430000.0,2.0,1.0,990,1.0,0,0,3,0,Seattle,67,1,990.0,98117
305000.0,2.0,1.5,1140,2.0,0,0,3,0,Issaquah,26,1,1710.0,98029
809000.0,4.0,1.5,1840,2.0,0,0,4,0,Seattle,97,0,2760.0,98112
440150.0,2.0,1.0,1110,1.0,0,0,5,110,Seattle,67,0,1110.0,98133
615000.0,4.0,2.5,2150,2.0,0,0,4,0,Redmond,29,0,5375.0,98052
1035000.0,3.0,2.5,2230,2.0,0,0,3,0,Kirkland,11,0,5575.0,98033
455000.0,2.0,1.0,1170,1.0,0,0,4,200,Seattle,73,1,1170.0,98103
635000.0,3.0,2.5,1960,1.0,0,0,4,980,Seattle,74,1,4900.0,98118
675000.0,3.0,2.25,2610,2.0,0,0,3,0,Redmond,26,1,5872.5,98052
316000.0,3.0,2.25,2130,1.0,0,0,3,560,Kent,27,1,4792.5,98031
955000.0,3.0,2.25,3020,2.0,0,0,3,300,Bellevue,45,1,6795.0,98005
985000.0,3.0,1.75,1670,2.0,0,0,5,0,Seattle,102,0,2922.5,98112
465500.0,3.0,1.75,1890,1.0,0,0,3,600,Seattle,49,1,3307.5,98118
305000.0,3.0,1.0,950,1.0,0,0,3,0,Shoreline,64,1,950.0,98155
645000.0,4.0,2.5,2430,1.0,0,0,5,760,Bellevue,51,0,6075.0,98007
730000.0,4.0,2.0,2360,1.0,0,0,5,1100,Seattle,75,0,4720.0,98199
366000.0,3.0,1.75,1510,1.0,0,0,3,0,Kirkland,47,1,2642.5,98034
290000.0,3.0,2.5,2080,2.0,0,0,3,0,Covington,12,0,5200.0,98042
472500.0,3.0,2.0,1750,1.0,0,0,3,260,Sammamish,32,0,3500.0,98075
550000.0,3.0,2.0,1810,1.5,0,0,3,0,Seattle,89,1,3620.0,98103
410000.0,4.0,1.75,1790,1.0,0,0,4,300,Issaquah,45,0,3132.5,98027
440000.0,4.0,2.75,2340,1.0,0,0,3,620,Lake Forest Park,47,1,6435.0,98155
535000.0,3.0,2.5,1690,2.0,0,0,3,0,Issaquah,30,0,4225.0,98027
300000.0,4.0,2.5,2070,2.0,0,0,3,0,Auburn,11,0,5175.0,98092
432500.0,3.0,2.5,2240,2.0,0,0,3,0,Snoqualmie,12,0,5600.0,98065
870000.0,4.0,3.0,4500,2.0,0,2,3,1460,Mercer Island,34,0,13500.0,98040
492000.0,3.0,1.75,2770,1.0,0,0,4,1190,Issaquah,36,1,4847.5,98027
199950.0,3.0,1.0,1010,1.0,0,0,3,0,Federal Way,45,1,1010.0,98003
439800.0,3.0,1.5,1120,1.0,0,0,5,0,Bellevue,58,0,1680.0,98007
320000.0,5.0,2.5,3020,1.0,0,0,4,1510,Kent,36,1,7550.0,98042
687000.0,4.0,3.25,4400,2.0,0,0,4,0,Enumclaw,21,0,14300.0,98022
345000.0,3.0,1.75,1990,1.0,0,1,3,670,Seattle,51,1,3482.5,98178
274950.0,3.0,1.0,1450,1.0,0,0,3,400,Tukwila,56,1,1450.0,98168
270000.0,4.0,2.5,1920,2.0,0,0,3,0,Auburn,16,1,4800.0,98092
342000.0,2.0,2.5,1175,2.0,0,0,3,435,Seattle,9,0,2937.5,98103
327000.0,3.0,1.5,1320,1.0,0,0,3,0,Renton,44,1,1980.0,98059
610000.0,5.0,2.5,3990,1.0,0,0,4,2000,Seattle,52,0,9975.0,98112
455000.0,2.0,1.0,1140,1.0,0,0,3,290,Seattle,67,1,1140.0,98115
540000.0,4.0,1.75,1720,1.5,0,0,4,260,Seattle,89,1,3010.0,98144
411000.0,4.0,2.75,2150,1.0,0,0,5,910,Newcastle,38,0,5912.5,98056
544000.0,3.0,1.5,1790,1.5,0,1,3,0,Seattle,104,1,2685.0,98116
802000.0,2.0,2.5,2210,1.0,0,0,3,0,Redmond,11,0,5525.0,98053
568500.0,3.0,2.75,2180,1.0,0,0,4,870,Redmond,33,0,5995.0,98052
391000.0,3.0,2.25,1410,2.0,0,0,3,120,Issaquah,10,1,3172.5,98027
298000.0,3.0,2.5,1950,2.0,0,0,3,0,Maple Valley,4,0,4875.0,98038
400000.0,3.0,2.5,1495,3.0,0,0,3,90,Seattle,8,0,3737.5,98144
425000.0,3.0,2.25,1660,1.0,0,0,3,550,Seattle,35,1,3735.0,98122
328500.0,3.0,2.5,1950,2.0,0,0,4,0,Kent,24,0,4875.0,98042
650000.0,5.0,2.75,2550,1.5,0,0,5,0,Seattle,112,0,7012.5,98122
850000.0,3.0,1.75,1370,1.0,0,0,5,600,Seattle,103,1,2397.5,98112
930000.0,4.0,2.5,2200,2.0,0,0,5,770,Seattle,106,0,5500.0,98119
530000.0,3.0,1.75,1250,1.5,0,0,5,0,Seattle,72,0,2187.5,98115
495000.0,4.0,2.25,2220,1.0,0,0,4,1110,Bellevue,53,1,4995.0,98006
500000.0,3.0,1.75,1620,1.0,0,0,5,790,Seattle,69,0,2835.0,98115
325000.0,3.0,1.75,2250,1.0,0,0,3,0,Auburn,34,0,3937.5,98092
365000.0,3.0,2.5,1720,2.0,0,0,4,0,Kent,24,0,4300.0,98042
471000.0,4.0,2.5,3030,2.0,0,0,3,1010,North Bend,16,1,7575.0,98045
223000.0,3.0,1.0,1030,1.0,0,0,3,0,Kent,53,1,1030.0,98032
503000.0,3.0,2.5,2190,2.0,0,0,3,0,Lake Forest Park,15,0,5475.0,98155
230000.0,3.0,2.0,1440,1.0,0,0,4,720,Renton,72,1,2880.0,98056
550000.0,4.0,2.5,2170,1.0,0,0,3,710,Redmond,34,0,5425.0,98052
1100000.0,4.0,3.75,2930,1.5,0,0,5,800,Seattle,89,0,10987.5,98119
193000.0,3.0,1.5,1180,1.0,0,0,3,0,Burien,54,1,1770.0,98148
590000.0,4.0,4.25,2360,2.0,0,0,4,0,Federal Way,75,1,10030.0,98003
712500.0,3.0,1.5,1660,1.0,0,0,4,0,Bellevue,58,0,2490.0,98004
689800.0,3.0,2.75,2390,1.0,0,0,5,1000,Seattle,72,0,6572.5,98133
430000.0,3.0,2.0,1360,1.5,0,0,4,450,Seattle,90,0,2720.0,98116
785200.0,3.0,2.25,1840,1.5,0,0,5,300,Seattle,104,0,4140.0,98122
474900.0,3.0,2.25,1800,1.0,0,0,4,0,Woodinville,38,1,4050.0,98072
1070000.0,4.0,3.75,4130,2.0,0,0,3,0,Newcastle,13,0,15487.5,98059
435000.0,3.0,1.75,2220,1.0,0,0,3,1110,Issaquah,26,1,3885.0,98027
941500.0,5.0,3.5,3490,2.0,0,4,3,1030,Shoreline,34,0,12215.0,98177
312000.0,4.0,2.5,1830,2.0,0,0,3,0,Maple Valley,11,0,4575.0,98038
835000.0,4.0,2.75,1550,1.5,0,0,3,0,Seattle,84,1,4262.5,98105
713250.0,3.0,2.0,2050,1.0,0,0,4,0,Mercer Island,63,1,4100.0,98040
440000.0,2.0,1.0,1230,1.0,0,0,3,100,Seattle,108,1,1230.0,98118
580135.0,4.0,2.5,3150,2.0,0,0,3,0,Renton,0,0,7875.0,98059
575000.0,3.0,2.25,3800,1.0,0,0,4,470,Kent,38,1,8550.0,98042
613000.0,3.0,2.5,1350,2.0,0,0,3,0,Seattle,23,0,3375.0,98122
235000.0,3.0,2.0,1530,1.0,0,0,4,0,Renton,44,0,3060.0,98055
660000.0,3.0,2.5,2290,3.0,0,0,4,0,Seattle,61,1,5725.0,98102
280000.0,2.0,1.5,1480,1.0,0,0,4,0,Seattle,74,1,2220.0,98146
268000.0,3.0,1.75,1970,1.0,0,0,4,0,Kent,48,0,3447.5,98032
235000.0,2.0,1.0,720,1.0,0,0,4,0,Seattle,67,1,720.0,98126
390000.0,3.0,2.0,1080,1.0,0,0,5,0,Seattle,67,0,2160.0,98125
654950.0,4.0,2.5,2790,2.0,0,0,3,0,Woodinville,27,1,6975.0,98077
449500.0,5.0,2.75,2040,1.0,0,0,4,840,Kirkland,45,0,5610.0,98034
150000.0,3.0,1.0,1320,1.0,0,0,3,0,Des Moines,55,1,1320.0,98198
440000.0,3.0,2.25,1680,2.0,0,0,4,0,North Bend,25,0,3780.0,98045
710000.0,3.0,2.0,2140,1.0,0,0,4,1070,Seattle,86,0,4280.0,98103
420000.0,3.0,1.75,1660,1.0,0,0,3,280,Bothell,33,1,2905.0,98011
312000.0,3.0,2.25,1540,1.0,0,0,5,770,Seattle,60,0,3465.0,98115
320000.0,3.0,2.0,1880,1.0,0,0,5,940,Renton,62,1,3760.0,98059
235000.0,3.0,1.0,1250,1.0,0,0,4,0,Renton,55,0,1250.0,98056
437000.0,5.0,2.0,2120,1.5,0,0,3,0,Vashon,101,1,4240.0,98070
545000.0,3.0,1.75,1810,1.5,0,0,4,0,Seattle,111,0,3167.5,98107
640000.0,3.0,2.5,2370,2.0,0,0,3,0,Newcastle,21,0,5925.0,98056
432000.0,3.0,2.5,1970,2.0,0,0,4,0,Snoqualmie,11,0,4925.0,98065
548000.0,3.0,2.5,2110,2.0,0,0,3,0,Woodinville,13,0,5275.0,98072
830000.0,3.0,3.0,2080,1.5,0,0,3,0,Kirkland,10,1,6240.0,98034
875000.0,4.0,2.25,3720,1.0,0,2,5,1860,Sammamish,44,0,8370.0,98075
409950.0,2.0,1.75,1370,1.0,0,0,5,0,Seattle,70,0,2397.5,98103
695000.0,4.0,2.5,2961,2.0,0,0,3,0,Sammamish,16,1,7402.5,98075
562100.0,3.0,2.25,2090,2.0,0,0,3,0,Redmond,31,1,4702.5,98052
475000.0,3.0,2.5,2600,2.0,0,0,3,0,Renton,25,0,6500.0,98059
425000.0,3.0,2.25,1870,1.0,0,0,3,430,Bothell,36,0,4207.5,98011
600000.0,4.0,2.5,2620,2.0,0,0,3,0,Issaquah,27,1,6550.0,98075
770000.0,3.0,2.5,2430,2.0,0,0,3,0,Issaquah,27,1,6075.0,98027
239000.0,3.0,1.75,1340,1.0,0,0,4,0,Kent,46,0,2345.0,98042
295000.0,2.0,1.0,1170,1.0,0,0,3,0,North Bend,51,1,1170.0,98045
560000.0,3.0,1.75,2000,1.0,0,0,5,600,Kirkland,51,0,3500.0,98033
613000.0,5.0,2.5,2070,1.0,0,0,4,730,Bellevue,47,0,5175.0,98008
960000.0,4.0,3.0,4590,2.0,0,0,3,1100,Seattle,33,1,13770.0,98177
847000.0,5.0,1.0,2550,2.5,0,0,4,0,Seattle,109,0,2550.0,98122
